0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.25445172,8.539269,4.3704786,1.9892889,9.0622225,11.44465,8.633697,-2.8730898,8.724746,-3.624788,-15.6300335,-1.5874912,8.164063,9.292393,-4.3975906,9.984878,-0.7571882,-17.939003,-8.340589,3.0165267,7.8088384,-6.638241,6.010151,5.3128405,-4.2703056,-4.2005506,0.88338727,7.395958,-9.054778,-1.1110659,3.1172922,0.7226763,-1.8801591,0.3742746,7.038065,-9.0592575,-6.7153645,-4.049858,-4.371405,-4.901042,-2.144791,4.3726945,-6.5174627,-8.710987,-9.1682415,-9.199816,-9.0753355,-7.3945684,-2.1494498
-1.8077909,4.919047,8.265414,8.5496235,8.632585,9.58714,8.471319,-7.6412454,-1.9174285,1.499593,1.8083769,2.0083916,4.4568524,8.895552,-9.985456,-5.5492506,-2.4136212,-2.1296976,-1.8851181,1.1648463,7.471776,-10.097151,-5.7914567,-2.6826522,-2.4121892,-2.1766806,0.9118575,7.3492336,-10.023665,-5.9596386,-2.9193947,-2.6551518,-2.4297006,0.6312215,7.082414,-9.185159,-7.584864,-5.340998,-5.1345077,-4.9192266,-2.0646029,4.391944,-6.5314837,-8.730666,-9.186136,-9.212769,-9.090672,-7.4116793,-2.155178
-1.2729652,5.892165,6.804271,6.9701114,9.670842,10.833512,8.951839,-5.9473376,1.8090936,-2.337928,-5.619081,1.9067045,6.7311587,9.479675,-7.7609606,0.96438026,-4.1994467,-11.3674555,-4.3160295,2.675751,7.960496,-8.576951,-0.03416259,-0.2217707,-5.1883774,-3.752661,0.99135494,7.64334,-9.761786,-3.4449856,-0.1769904,-1.6858145,-2.782105,0.2823094,7.2603297,-9.348143,-7.2370057,-4.762523,-4.9855614,-5.216331,-2.260613,4.5184326,-6.69448,-8.935062,-9.390863,-9.43272,-9.344163,-7.6371684,-2.2086518
-1.5518565,5.355856,7.3143907,7.332964,8.930532,10.083029,8.495843,-7.018942,-0.3062404,0.014226366,-1.6809312,1.7396003,5.4241014,8.934875,-9.283791,-3.0413022,-2.7642956,-5.487602,-2.7696123,1.7229202,7.4903626,-9.647314,-3.9221835,-1.6785036,-3.0272436,-2.5359855,0.9410402,7.3336186,-9.852356,-5.176176,-2.0711794,-2.3187983,-2.4751465,0.5598212,7.060244,-9.13527,-7.4455123,-5.2021437,-5.1119494,-4.959189,-2.0741322,4.3834796,-6.5172834,-8.710147,-9.1666,-9.197537,-9.073042,-7.39224,-2.1479015
-1.7654485,4.7747116,8.0273285,8.3227415,8.445446,9.406165,8.3002205,-7.443048,-1.8942709,1.3723042,1.6427431,1.9079897,4.3923907,8.745985,-9.691242,-5.408778,-2.4508195,-2.275237,-1.9897628,1.1172458,7.3297224,-9.78184,-5.5955863,-2.6497002,-2.508077,-2.289474,0.81130254,7.146226,-9.707969,-5.7400126,-2.819529,-2.639883,-2.4550393,0.54792863,6.854149,-8.900808,-7.332598,-5.163972,-5.0002527,-4.8142047,-2.038728,4.2411942,-6.336543,-8.468037,-8.913965,-8.947051,-8.830271,-7.203838,-2.1053932
-1.0784856,4.402469,7.238531,6.9691267,7.139125,9.863343,8.866268,-4.659739,-1.5476326,-0.6603792,-2.6218863,-3.187966,4.182168,10.069132,-5.3705893,-2.424539,-2.5158157,-6.2001557,-8.412605,-0.3991657,8.346793,-6.3642797,-1.0750738,1.3253324,-1.315106,-3.8333707,0.13783045,7.2391553,-8.45109,-2.9255848,0.63974655,-0.07444706,-1.499378,0.5418234,6.705876,-8.740358,-6.7761045,-4.495537,-4.497114,-4.6571507,-2.1064777,4.1907754,-6.34648,-8.4871,-8.935279,-8.960982,-8.833032,-7.1999965,-2.1022408
8.117238,0.7653055,-10.584644,3.7783468,14.09483,11.019519,8.416131,14.796899,-0.9522533,-33.549763,-15.996616,8.033072,7.3992634,8.78607,18.21979,9.81347,-27.310268,-21.210463,-0.61419374,3.0096054,7.3730974,12.000898,15.331058,-1.6987383,-6.7854486,-2.7548652,1.1965592,7.319154,-1.3088282,7.0458097,5.694404,-0.427596,-2.7621994,0.5113436,7.0948825,-8.396626,-4.837272,-3.2689943,-4.7894287,-5.109333,-2.1030014,4.406965,-6.5229707,-8.719934,-9.180579,-9.214744,-9.090447,-7.4046874,-2.1487439
-1.0148755,3.9754758,6.133904,8.304432,9.211254,9.404466,8.217859,-5.705215,-2.39029,-2.3676562,0.6336994,2.9619923,4.4624023,8.627763,-7.742456,-4.6628532,-4.888517,-3.3177562,-1.4676654,1.2099897,7.236264,-8.749368,-4.402095,-2.6342204,-2.623665,-2.1856005,0.89589983,7.1128283,-9.445743,-5.1528873,-2.537929,-2.6432729,-2.446591,0.60162336,6.857089,-8.912176,-7.3164215,-5.180635,-5.0349197,-4.8025255,-2.0085053,4.2544994,-6.3615847,-8.490617,-8.92342,-8.943935,-8.819645,-7.19232,-2.0989304
-1.2245533,3.2500334,6.553186,8.897372,9.058842,9.35214,8.246767,-5.514519,-4.3800597,-2.754128,1.7974027,2.9940133,4.3715553,8.679932,-6.933459,-6.446909,-6.179813,-2.7859986,-1.307081,1.1474326,7.283379,-7.89897,-4.661018,-3.230548,-2.718494,-2.1565824,0.8668656,7.129084,-9.087365,-4.857216,-2.5316827,-2.715543,-2.4863853,0.5842943,6.8531666,-8.836114,-7.244447,-5.1952734,-5.0682435,-4.82453,-2.0199564,4.249081,-6.335117,-8.465169,-8.908763,-8.93896,-8.819851,-7.1940346,-2.09988
36.810734,46.167923,-30.554981,-59.700436,-12.5836315,15.280433,16.996721,62.24733,94.46787,-19.010933,-100.181015,-63.074272,-15.152209,16.92695,62.69027,111.67554,36.99181,-53.280556,-60.05936,-32.961792,5.490468,40.046776,83.76913,76.754585,26.96724,-4.95685,-10.826057,4.615264,13.607443,39.301315,53.591564,42.81526,19.522648,6.1333766,7.0041413,-4.734299,6.041864,12.966205,10.026967,3.129503,0.17191944,4.1227126,-6.367252,-8.483414,-8.944247,-9.067947,-8.997062,-7.320986,-2.1676793
4.4842167,9.248287,-3.2468388,-1.0946922,11.669564,11.826433,8.276405,5.9339285,12.427491,-16.886595,-22.39349,2.5913696,9.259113,8.731065,6.0523353,17.326807,-10.452446,-23.94351,-5.183635,3.9692283,7.3499045,0.17370798,13.100984,4.3051195,-5.968707,-3.5612614,1.1711974,7.202316,-6.552848,2.5846632,5.0400167,0.70527077,-2.2558653,0.38686648,6.9461713,-8.663408,-5.9284596,-3.5844517,-4.4497385,-4.9430747,-2.0645328,4.332011,-6.359418,-8.528255,-9.014951,-9.065645,-8.93417,-7.2622457,-2.1055276
-0.22346778,7.9353037,5.122361,2.5057118,8.493108,11.121768,8.506561,-3.9248693,7.0887337,-1.8754339,-13.167975,-1.819407,7.6721354,9.235077,-5.691083,7.3708296,0.040253427,-15.206466,-7.8208604,2.7412765,7.75055,-7.4128757,3.715901,4.294622,-3.6932886,-3.9195383,0.810453,7.22734,-9.1235695,-2.0797913,1.9691976,0.10254975,-2.042663,0.28383675,6.813873,-8.844276,-6.7639194,-4.279564,-4.498807,-4.865844,-2.137966,4.225847,-6.3447604,-8.480192,-8.923684,-8.949186,-8.825407,-7.1972394,-2.1023173
-0.9958453,8.285822,7.8758006,2.0711336,6.344657,11.743004,9.287239,-5.4943132,8.131646,4.8179793,-14.733983,-9.266111,7.666659,10.998971,-7.453383,8.851738,8.607637,-15.959052,-17.07622,1.106884,9.440388,-8.475309,5.2897983,10.6922245,-2.0025442,-7.1947885,-0.08475819,7.753422,-9.589233,-1.4703876,4.8102503,2.964647,-0.8597112,0.34693092,6.919189,-9.11669,-6.672797,-3.4665709,-3.4383433,-4.4746723,-2.2204754,4.3246546,-6.532951,-8.7187605,-9.167129,-9.206572,-9.109018,-7.4336805,-2.1590686
2.174503,15.722011,14.099101,-13.991848,-10.394667,14.153696,12.745766,-0.46399292,22.795517,22.511232,-29.420591,-37.76249,3.5364826,15.415442,-2.7371075,24.310219,32.55756,-14.710087,-33.278095,-4.539338,11.143132,-6.1978636,15.637217,27.602064,9.443192,-5.8326344,-1.1686083,7.4084153,-9.043603,2.0870116,12.119509,10.468825,2.9752655,0.8638755,6.614398,-9.080796,-6.305569,-2.509488,-2.2938237,-3.8390288,-2.1852722,4.2363605,-6.516944,-8.70949,-9.165784,-9.197158,-9.074006,-7.39467,-2.149914
6.9414167,23.423544,18.722958,-24.818773,-23.339083,13.203012,15.528496,9.815711,41.217957,41.793945,-45.850002,-68.04515,-5.738867,17.154192,9.551295,47.7599,64.22804,-21.936323,-62.404575,-17.395676,7.932012,2.4552224,35.84252,56.962734,21.918934,-9.208476,-3.0963264,6.7277336,-5.927644,15.004556,31.771805,30.0081,14.982274,6.048717,7.969078,-8.772454,-2.785286,4.7083406,5.4968863,1.0727721,-0.48615012,4.62477,-6.4983525,-8.679933,-9.143814,-9.232986,-9.1813755,-7.4842606,-2.172025
-1.0663536,5.7957263,6.169791,6.5273933,9.401622,10.32492,8.488447,-6.1136928,0.87141794,-1.7115053,-3.5551453,2.054131,5.7176714,8.918976,-8.3812275,-1.4723799,-3.5047991,-6.607666,-2.6692502,1.8079475,7.4845777,-9.247253,-3.0095909,-1.2970607,-2.8670502,-2.4692407,0.94309485,7.349635,-9.804104,-4.8818955,-1.7931683,-2.2145514,-2.4869382,0.57847434,7.0852714,-9.166242,-7.470882,-5.240711,-5.1540246,-4.969067,-2.066286,4.3984184,-6.5443974,-8.746799,-9.203623,-9.230649,-9.0999775,-7.4098363,-2.1520586
1.4604534,-3.7321663,1.4490347,11.935727,10.30742,6.8928137,8.490815,3.666925,-16.330362,-17.21519,5.0814686,6.437849,-1.8019593,6.5183854,7.9311523,-14.4474745,-20.135542,-0.39854258,3.1909337,-4.016881,4.3363876,5.815136,-6.9036694,-7.705843,0.6777552,1.3171079,0.4468159,6.6489897,-0.41876802,-5.3225703,-2.9770627,-0.4030041,-0.8198783,1.4958708,7.143312,-5.435673,-6.695209,-5.542614,-4.907618,-4.5902243,-1.9288306,4.227044,-5.422161,-8.233996,-9.262256,-9.265357,-8.8891735,-7.225482,-2.1045563
-1.8062426,4.917509,8.2707,8.519303,8.486794,9.433076,8.473552,-7.633007,-1.9049821,1.535354,1.8003641,1.780858,4.107962,8.810805,-9.969361,-5.4937882,-2.2725015,-1.9852535,-1.962711,0.86953026,7.3425446,-10.092964,-5.707947,-2.4799426,-2.1546314,-2.0288537,0.8772949,7.3114367,-10.04326,-5.9101543,-2.775543,-2.4460623,-2.232834,0.7258054,7.1161523,-9.222095,-7.60131,-5.3272576,-5.0958753,-4.873366,-2.0283039,4.4185925,-6.5631003,-8.777608,-9.238924,-9.264989,-9.133208,-7.436033,-2.1590922
-1.8077797,4.9300194,8.278529,8.507969,8.515827,9.461739,8.414907,-7.59512,-1.4952567,1.6459743,0.6154312,1.236788,4.900448,9.138204,-9.806083,-3.106645,-0.2718512,-6.9508624,-6.6645656,2.199604,8.831852,-9.8144455,-1.7486377,2.6638951,-7.6779175,-10.846265,0.34970155,8.87303,-9.757081,-2.140786,3.7124045,-2.7432272,-6.9740424,-0.45300233,7.625098,-9.050039,-5.8310304,-1.4273205,-2.3058486,-4.389093,-2.2896178,4.3122187,-6.4912167,-8.469666,-8.536453,-8.579204,-9.052206,-7.6131754,-2.2548633
15.684794,25.871778,-3.1548858,-29.543978,-14.990521,12.120404,15.593614,27.895845,51.40854,2.3049784,-60.623146,-52.32591,-5.585236,18.283197,30.79945,64.18716,30.273594,-39.45983,-49.446297,-15.710818,10.2145605,20.56964,50.64542,50.834103,13.025339,-7.4664273,-4.244379,6.6985865,3.3957655,24.722225,35.709496,26.958467,10.543593,2.8329995,6.561811,-7.4874296,0.40917063,6.182263,3.9730964,-1.0018158,-1.5648066,4.1959043,-6.5227265,-8.716976,-9.20101,-9.2808485,-9.163479,-7.4396663,-2.155199
-1.8002875,4.6732397,12.278483,15.413032,1.9508942,-6.716067,9.22443,-7.4785376,-2.1565278,11.865718,22.531067,-4.062626,-28.84533,0.042298425,-9.612223,-5.709818,9.779517,26.12079,4.7445283,-25.786434,-4.123877,-9.703865,-5.7218347,5.4224005,20.47911,13.989148,-1.8028872,4.474724,-9.700184,-5.7245145,0.012478676,7.1202617,9.520349,7.367163,8.6211405,-8.979017,-7.358658,-4.71053,-3.0760043,-1.9344482,-0.23289236,4.5803537,-6.421171,-8.565766,-9.009537,-9.059717,-8.971579,-7.338675,-2.150562
-1.7560085,4.76478,7.9876204,8.266007,8.387725,9.347025,8.249705,-7.412972,-1.8771353,1.3865294,1.6794488,1.9366537,4.370492,8.688627,-9.654549,-5.376518,-2.3944778,-2.1397893,-1.8479792,1.1629312,7.2977767,-9.765007,-5.599869,-2.6361668,-2.4018965,-2.1395261,0.8884499,7.142379,-9.709049,-5.781629,-2.8783264,-2.6499352,-2.4042323,0.59239864,6.8594685,-8.907633,-7.375151,-5.231292,-5.052314,-4.822089,-2.0256348,4.2488604,-6.3377447,-8.473152,-8.9230795,-8.955734,-8.833442,-7.201293,-2.1021566
-1.8063873,4.8831534,8.220729,8.5188675,8.610901,9.561116,8.447948,-7.6194763,-1.971184,1.4305989,1.776233,1.9955457,4.424966,8.847545,-9.937736,-5.687598,-2.384095,-1.9787862,-1.8075669,1.1779425,7.435455,-10.043056,-6.7851753,-2.713995,-1.7814845,-1.971808,0.98138773,7.3589177,-9.825524,-7.854607,-3.6167476,-1.9701115,-2.196026,0.70919865,7.119866,-8.769707,-8.960168,-6.178279,-4.9610634,-4.8046565,-2.0323343,4.417002,-6.116506,-8.75791,-9.456902,-9.41175,-9.142279,-7.4281416,-2.1564784
-1.8071399,4.91316,8.256094,8.537208,8.617656,9.570467,8.455795,-7.6361957,-1.929103,1.4844679,1.7956976,1.9921695,4.427015,8.85188,-9.963776,-5.555812,-2.4232593,-2.1217036,-1.8697994,1.1531137,7.4129705,-10.067812,-5.78232,-2.6819875,-2.3861337,-2.1244936,0.93836576,7.3074303,-9.998612,-5.9381924,-2.9122593,-2.6328301,-2.3733678,0.67831105,7.0688014,-9.171668,-7.56572,-5.3320603,-5.1239805,-4.8862963,-2.02937,4.392905,-6.528132,-8.724753,-9.179094,-9.203717,-9.073151,-7.38997,-2.146537
8.56036,6.8164554,-10.454348,-4.380063,12.99993,13.215307,8.654315,19.27505,12.328126,-37.760727,-37.478214,4.2925253,12.89409,9.236295,27.579716,29.65795,-34.5709,-47.863903,-6.7144237,6.9179883,7.71031,22.989223,35.665295,-1.762792,-17.989384,-5.187579,1.9847401,7.406314,8.371003,22.111433,15.796891,3.6921046,-1.8394315,0.25457755,7.1098614,-5.3402042,1.5996252,2.7556934,-1.9670588,-4.913589,-2.2290783,4.419964,-6.477827,-8.662396,-9.274081,-9.470574,-9.271871,-7.454949,-2.1532981
-1.2261572,5.7137074,6.494161,6.653937,9.2898445,10.344684,8.507843,-6.2987037,0.6875636,-1.4241643,-3.4130256,2.003835,5.822248,8.952812,-8.475364,-1.5983849,-3.5955834,-6.8689723,-2.7258508,1.9203829,7.506515,-9.177732,-2.9473894,-1.4519635,-3.1485803,-2.5456617,0.9638853,7.341,-9.729717,-4.7768517,-1.7585375,-2.2482874,-2.5431912,0.5466348,7.063517,-9.11727,-7.4079037,-5.203048,-5.161919,-4.993135,-2.0798259,4.385112,-6.518233,-8.712201,-9.169497,-9.200448,-9.074691,-7.3925543,-2.14769
