Time,Amp
542.15,-42.22938
542.2,-44.93639
542.25,-45.47779
542.3,-42.77078
542.35,-38.43956
542.4,-31.40133
542.45,-22.19749
542.5,-11.36945
542.55,1.082805
542.6,13.53506
542.65,25.98731
542.7,38.43956
542.75,48.7262
542.8,57.93005
542.85,64.42687
542.9,69.29949
542.95,71.4651
543,70.9237
543.05,68.75809
543.1,64.42687
543.15,59.01285
543.2,53.05743
543.25,46.5606
543.3,40.06377
543.35,33.56694
543.4,28.69432
543.45,24.3631
543.5,21.11469
543.55,18.94908
543.6,17.32487
543.65,15.70067
543.7,14.61786
543.75,12.45225
543.8,9.745241
543.85,5.955425
543.9,0.5414023
543.95,-6.496827
544,-15.15926
544.05,-25.98731
544.1,-37.35676
544.15,-49.80901
544.2,-62.26126
544.25,-74.17211
544.3,-85.54156
544.35,-94.7454
544.4,-101.7836
544.45,-105.5734
544.5,-106.6562
544.55,-103.4078
544.6,-96.911
544.65,-86.62436
544.7,-73.63071
544.75,-57.93005
544.8,-40.06377
544.85,-20.57329
544.9,-1.082805
544.95,18.40768
545,36.27395
545.05,53.05743
545.1,67.13388
545.15,78.50333
545.2,86.08296
545.25,90.41418
545.3,92.03838
545.35,89.87278
545.4,85.00016
545.45,77.42052
545.5,68.21669
545.55,57.38864
545.6,45.47779
545.65,33.56694
545.7,21.11469
545.75,9.745241
545.8,-1.082805
545.85,-11.36945
545.9,-20.57329
545.95,-28.69432
546,-36.27395
546.05,-42.22938
546.1,-48.1848
546.15,-53.05743
546.2,-57.38864
546.25,-61.71986
546.3,-64.96827
546.35,-67.67529
546.4,-69.8409
546.45,-70.9237
546.5,-70.9237
546.55,-69.29949
546.6,-66.59248
546.65,-61.71986
546.7,-55.22303
546.75,-47.102
546.8,-36.27395
546.85,-24.3631
546.9,-10.82804
546.95,3.248414
547,18.40768
547.05,33.56694
547.1,48.7262
547.15,62.26126
547.2,73.63071
547.25,83.91735
547.3,90.95558
547.35,95.2868
547.4,96.3696
547.45,94.7454
547.5,90.41418
547.55,82.83455
547.6,73.63071
547.65,62.26126
547.7,49.80901
547.75,36.81536
547.8,23.2803
547.85,10.82804
547.9,-0.5414023
547.95,-10.82804
548,-19.49048
548.05,-26.52871
548.1,-31.94273
548.15,-35.19115
548.2,-37.35676
548.25,-38.98096
548.3,-39.52237
548.35,-39.52237
548.4,-40.06377
548.45,-40.60517
548.5,-41.68798
548.55,-43.31218
548.6,-46.01919
548.65,-49.26761
548.7,-53.05743
548.75,-56.30584
548.8,-59.55425
548.85,-62.26126
548.9,-63.34407
548.95,-62.26126
549,-59.55425
549.05,-54.68163
549.1,-47.102
549.15,-36.81536
549.2,-24.9045
549.25,-10.28664
549.3,4.872621
549.35,21.65609
549.4,37.89816
549.45,54.14023
549.5,69.29949
549.55,82.29314
549.6,93.12119
549.65,100.7008
549.7,105.032
549.75,106.1149
549.8,103.9492
549.85,98.53522
549.9,89.87278
549.95,79.58614
550,67.67529
550.05,54.68163
550.1,41.14657
550.15,28.15292
550.2,16.78347
550.25,6.496827
550.3,-1.624207
550.35,-7.579632
550.4,-11.36945
550.45,-12.45225
550.5,-12.45225
550.55,-10.82804
550.6,-7.579632
550.65,-3.789816
550.7,-0.5414023
550.75,1.624207
550.8,3.248414
550.85,3.248414
550.9,1.082805
550.95,-2.707011
551,-8.662436
551.05,-16.78347
551.1,-26.52871
551.15,-37.89816
551.2,-49.26761
551.25,-61.71986
551.3,-73.08931
551.35,-83.91735
551.4,-92.57979
551.45,-99.61802
551.5,-102.8664
551.55,-103.9492
551.6,-101.2422
551.65,-95.2868
551.7,-86.08296
551.75,-73.08931
551.8,-57.93005
551.85,-40.06377
551.9,-20.57329
551.95,0
552,20.57329
552.05,41.14657
552.1,60.09565
552.15,77.96193
552.2,92.57979
552.25,104.4906
552.3,112.6117
552.35,116.9429
552.4,117.4843
552.45,113.6945
552.5,106.1149
552.55,95.2868
552.6,81.21034
552.65,64.96827
552.7,47.102
552.75,28.69432
552.8,10.28664
552.85,-7.038229
552.9,-22.7389
552.95,-36.27395
553,-46.5606
553.05,-53.59882
553.1,-56.84724
553.15,-56.30584
553.2,-53.05743
553.25,-46.5606
553.3,-37.89816
553.35,-27.07011
553.4,-16.24207
553.45,-5.414022
553.5,4.331218
553.55,11.91085
553.6,17.86627
553.65,19.49048
553.7,18.40768
553.75,13.53506
553.8,4.872621
553.85,-5.955425
553.9,-20.03189
553.95,-35.73255
554,-51.97462
554.05,-68.21669
554.1,-83.37595
554.15,-95.82821
554.2,-105.032
554.25,-110.4461
554.3,-110.9875
554.35,-107.1976
554.4,-98.53522
554.45,-85.00016
554.5,-67.67529
554.55,-47.102
554.6,-24.3631
554.65,0
554.7,24.3631
554.75,47.102
554.8,68.21669
554.85,86.62436
554.9,100.7008
554.95,109.9047
555,114.7773
555.05,115.3187
555.1,110.4461
555.15,101.7836
555.2,89.87278
555.25,75.25491
555.3,58.47144
555.35,41.14657
555.4,23.8217
555.45,7.579632
555.5,-6.496827
555.55,-18.40768
555.6,-27.07011
555.65,-33.02554
555.7,-35.19115
555.75,-34.64975
555.8,-30.85993
555.85,-24.9045
555.9,-16.78347
555.95,-7.579632
556,2.165609
556.05,11.36945
556.1,20.57329
556.15,28.69432
556.2,34.64975
556.25,38.43956
556.3,40.06377
556.35,38.98096
556.4,35.73255
556.45,29.77712
556.5,22.19749
556.55,12.45225
556.6,1.624207
556.65,-10.28664
556.7,-22.19749
556.75,-34.64975
556.8,-46.5606
556.85,-56.84724
556.9,-66.05108
556.95,-73.63071
557,-79.04473
557.05,-81.75174
557.1,-82.29314
557.15,-80.12754
557.2,-75.25491
557.25,-67.67529
557.3,-57.38864
557.35,-44.93639
557.4,-30.85993
557.45,-15.15926
557.5,2.165609
557.55,19.49048
557.6,37.89816
557.65,55.76443
557.7,72.5479
557.75,87.70717
557.8,101.2422
557.85,112.0703
557.9,120.1913
557.95,124.5225
558,126.1467
558.05,123.9811
558.1,117.4843
558.15,108.2805
558.2,95.2868
558.25,79.04473
558.3,60.63706
558.35,40.06377
558.4,17.86627
558.45,-4.872621
558.5,-27.61152
558.55,-50.35041
558.6,-71.4651
558.65,-90.95558
558.7,-107.7391
558.75,-121.2741
558.8,-131.5608
558.85,-137.5162
558.9,-139.1404
558.95,-137.5162
559,-131.0193
559.05,-120.7327
559.1,-107.1976
559.15,-89.87278
559.2,-70.38229
559.25,-48.1848
559.3,-24.9045
559.35,-1.082805
559.4,22.19749
559.45,44.93639
559.5,66.05108
559.55,84.45876
559.6,99.61802
559.65,110.9875
559.7,118.5671
559.75,122.3569
559.8,120.7327
559.85,115.3187
559.9,105.5734
559.95,92.57979
560,75.79632
560.05,56.84724
560.1,35.73255
560.15,14.61786
560.2,-7.038229
560.25,-27.61152
560.3,-46.5606
560.35,-63.34407
560.4,-76.87912
560.45,-86.62436
560.5,-93.12119
560.55,-94.7454
560.6,-93.12119
560.65,-87.16576
560.7,-78.50333
560.75,-66.59248
560.8,-52.51602
560.85,-37.35676
560.9,-21.11469
560.95,-5.955425
561,8.662436
561.05,21.11469
561.1,31.94273
561.15,39.52237
561.2,44.39499
561.25,46.01919
561.3,44.39499
561.35,40.60517
561.4,34.10835
561.45,25.98731
561.5,16.78347
561.55,7.038229
561.6,-2.707011
561.65,-11.36945
561.7,-18.94908
561.75,-23.8217
561.8,-27.07011
561.85,-27.61152
561.9,-25.98731
561.95,-21.65609
562,-15.70067
562.05,-8.121034
562.1,1.082805
562.15,10.28664
562.2,20.03189
562.25,28.69432
562.3,36.27395
562.35,42.22938
562.4,46.01919
562.45,47.102
562.5,46.01919
562.55,42.22938
562.6,36.81536
562.65,28.69432
562.7,19.49048
562.75,8.662436
562.8,-2.165609
562.85,-12.99365
562.9,-23.2803
562.95,-33.02554
563,-41.14657
563.05,-47.102
563.1,-51.43322
563.15,-53.59882
563.2,-53.05743
563.25,-50.89181
563.3,-47.102
563.35,-41.68798
563.4,-34.64975
563.45,-27.07011
563.5,-19.49048
563.55,-11.36945
563.6,-3.789816
563.65,3.789816
563.7,10.28664
563.75,16.24207
563.8,20.57329
563.85,24.9045
563.9,28.15292
563.95,30.31853
564,32.48413
564.05,33.56694
564.1,34.64975
564.15,35.73255
564.2,36.81536
564.25,37.35676
564.3,37.89816
564.35,37.89816
564.4,37.89816
564.45,36.81536
564.5,34.64975
564.55,31.40133
564.6,27.07011
564.65,21.11469
564.7,13.53506
564.75,4.331218
564.8,-5.955425
564.85,-17.86627
564.9,-29.77712
564.95,-42.22938
565,-54.14023
565.05,-64.96827
565.1,-74.17211
565.15,-81.21034
565.2,-85.00016
565.25,-85.00016
565.3,-81.21034
565.35,-73.08931
565.4,-61.17846
565.45,-46.01919
565.5,-27.07011
565.55,-5.955425
565.6,16.24207
565.65,38.98096
565.7,61.17846
565.75,81.21034
565.8,97.99381
565.85,110.9875
565.9,119.1085
565.95,121.8155
566,118.5671
566.05,109.9047
566.1,96.3696
566.15,77.96193
566.2,56.30584
566.25,31.94273
566.3,6.496827
566.35,-18.40768
566.4,-41.14657
566.45,-61.17846
566.5,-76.33772
566.55,-86.62436
566.6,-91.49698
566.65,-90.41418
566.7,-83.91735
566.75,-72.5479
566.8,-56.84724
566.85,-38.98096
566.9,-18.94908
566.95,0.5414023
567,18.94908
567.05,33.56694
567.1,44.93639
567.15,50.89181
567.2,51.43322
567.25,46.5606
567.3,36.27395
567.35,21.65609
567.4,3.248414
567.45,-16.78347
567.5,-37.89816
567.55,-57.93005
567.6,-75.25491
567.65,-88.24857
567.7,-95.82821
567.75,-97.99381
567.8,-92.57979
567.85,-80.66894
567.9,-63.34407
567.95,-40.06377
568,-12.45225
568.05,16.78347
568.1,47.6434
568.15,76.33772
568.2,102.325
568.25,123.9811
568.3,138.599
568.35,146.1786
568.4,146.1786
568.45,138.0576
568.5,121.8155
568.55,99.07661
568.6,70.9237
568.65,38.43956
568.7,3.789816
568.75,-30.31853
568.8,-63.34407
568.85,-92.57979
568.9,-116.4015
568.95,-133.7264
569,-144.013
569.05,-146.1786
569.1,-140.7646
569.15,-127.7709
569.2,-108.8219
569.25,-85.00016
569.3,-57.38864
569.35,-28.15292
569.4,1.082805
569.45,28.69432
569.5,53.59882
569.55,73.63071
569.6,88.78998
569.65,97.99381
569.7,100.7008
569.75,97.99381
569.8,89.33138
569.85,76.87912
569.9,60.63706
569.95,42.22938
570,22.7389
570.05,3.789816
570.1,-12.45225
570.15,-27.07011
570.2,-38.43956
570.25,-45.47779
570.3,-48.7262
570.35,-48.1848
570.4,-43.31218
570.45,-36.27395
570.5,-26.52871
570.55,-15.70067
570.6,-4.872621
570.65,5.414022
570.7,14.07646
570.75,20.57329
570.8,24.3631
570.85,24.9045
570.9,22.19749
570.95,16.24207
571,7.579632
571.05,-3.248414
571.1,-15.15926
571.15,-28.15292
571.2,-40.60517
571.25,-51.43322
571.3,-60.63706
571.35,-67.13388
571.4,-69.8409
571.45,-69.29949
571.5,-64.42687
571.55,-55.76443
571.6,-43.31218
571.65,-28.15292
571.7,-10.28664
571.75,8.662436
571.8,29.23572
571.85,48.7262
571.9,67.67529
571.95,85.00016
572,99.07661
572.05,109.3633
572.1,116.4015
572.15,119.1085
572.2,116.9429
572.25,111.5289
572.3,101.7836
572.35,88.24857
572.4,72.5479
572.45,54.68163
572.5,34.64975
572.55,14.61786
572.6,-4.872621
572.65,-24.3631
572.7,-41.68798
572.75,-56.84724
572.8,-69.8409
572.85,-79.04473
572.9,-86.08296
572.95,-89.33138
573,-89.87278
573.05,-87.16576
573.1,-81.75174
573.15,-74.17211
573.2,-64.96827
573.25,-54.68163
573.3,-43.85358
573.35,-32.48413
573.4,-21.11469
573.45,-11.36945
573.5,-2.165609
573.55,5.414022
573.6,11.36945
573.65,16.24207
573.7,18.94908
573.75,19.49048
573.8,18.94908
573.85,16.78347
573.9,13.53506
573.95,10.28664
574,5.955425
574.05,1.624207
574.1,-1.624207
574.15,-4.331218
574.2,-6.496827
574.25,-7.038229
574.3,-6.496827
574.35,-4.331218
574.4,-1.082805
574.45,3.248414
574.5,8.662436
574.55,14.61786
574.6,21.11469
574.65,27.61152
574.7,33.56694
574.75,38.43956
574.8,42.22938
574.85,44.39499
574.9,45.47779
574.95,44.93639
575,42.77078
575.05,38.98096
575.1,34.10835
575.15,28.15292
575.2,22.19749
575.25,15.15926
575.3,8.662436
575.35,2.707011
575.4,-2.707011
575.45,-7.038229
575.5,-10.82804
575.55,-13.53506
575.6,-15.15926
575.65,-16.24207
575.7,-16.78347
575.75,-16.78347
575.8,-17.32487
575.85,-17.86627
575.9,-18.94908
575.95,-21.11469
576,-23.8217
576.05,-27.07011
576.1,-31.40133
576.15,-35.73255
576.2,-40.60517
576.25,-44.93639
576.3,-48.7262
576.35,-51.43322
576.4,-52.51602
576.45,-52.51602
576.5,-50.35041
576.55,-46.5606
576.6,-40.60517
576.65,-33.56694
576.7,-24.9045
576.75,-15.15926
576.8,-5.414022
576.85,3.789816
576.9,12.99365
576.95,21.11469
577,27.61152
577.05,32.48413
577.1,34.64975
577.15,35.73255
577.2,35.19115
577.25,33.02554
577.3,30.31853
577.35,26.52871
577.4,23.2803
577.45,20.57329
577.5,18.94908
577.55,18.40768
577.6,18.94908
577.65,21.11469
577.7,24.9045
577.75,29.23572
577.8,34.10835
577.85,38.98096
577.9,42.77078
577.95,45.47779
578,46.01919
578.05,43.85358
578.1,39.52237
578.15,31.94273
578.2,21.11469
578.25,8.662436
578.3,-5.414022
578.35,-20.57329
578.4,-36.27395
578.45,-50.35041
578.5,-63.34407
578.55,-72.5479
578.6,-77.96193
578.65,-79.04473
578.7,-76.33772
578.75,-68.21669
578.8,-56.30584
578.85,-40.06377
578.9,-21.65609
578.95,-1.082805
579,18.94908
579.05,38.43956
579.1,55.76443
579.15,69.8409
579.2,79.04473
579.25,83.91735
579.3,82.83455
579.35,76.33772
579.4,65.50967
579.45,50.35041
579.5,31.94273
579.55,11.91085
579.6,-7.579632
579.65,-26.52871
579.7,-43.31218
579.75,-56.30584
579.8,-64.42687
579.85,-67.13388
579.9,-64.96827
579.95,-57.38864
580,-45.47779
580.05,-29.77712
580.1,-11.36945
580.15,7.038229
580.2,25.44591
580.25,41.68798
580.3,54.68163
580.35,63.34407
580.4,66.05108
580.45,63.34407
580.5,55.22303
580.55,41.14657
580.6,23.2803
580.65,2.165609
580.7,-21.11469
580.75,-44.39499
580.8,-66.05108
580.85,-85.00016
580.9,-99.07661
580.95,-107.1976
581,-109.3633
581.05,-105.032
581.1,-93.6626
581.15,-76.33772
581.2,-53.59882
581.25,-27.07011
581.3,1.624207
581.35,30.85993
581.4,59.01285
581.45,84.45876
581.5,105.5734
581.55,121.2741
581.6,130.478
581.65,132.6436
581.7,127.7709
581.75,116.4015
581.8,100.1594
581.85,79.04473
581.9,54.68163
581.95,28.69432
582,2.707011
582.05,-21.11469
582.1,-42.77078
582.15,-60.09565
582.2,-72.5479
582.25,-79.58614
582.3,-81.21034
582.35,-78.50333
582.4,-70.9237
582.45,-59.55425
582.5,-46.5606
582.55,-31.94273
582.6,-17.32487
582.65,-3.789816
582.7,6.496827
582.75,14.07646
582.8,18.40768
582.85,18.94908
582.9,15.70067
582.95,8.662436
583,-0.5414023
583.05,-11.36945
583.1,-23.2803
583.15,-34.64975
583.2,-44.93639
583.25,-53.05743
583.3,-57.38864
583.35,-58.47144
583.4,-55.76443
583.45,-48.7262
583.5,-38.43956
583.55,-24.9045
583.6,-9.203839
583.65,7.579632
583.7,25.44591
583.75,41.68798
583.8,56.30584
583.85,67.13388
583.9,74.71352
583.95,78.50333
584,76.87912
584.05,70.9237
584.1,60.63706
584.15,46.5606
584.2,29.23572
584.25,10.82804
584.3,-8.662436
584.35,-28.15292
584.4,-46.01919
584.45,-61.17846
584.5,-73.08931
584.55,-80.12754
584.6,-83.37595
584.65,-81.21034
584.7,-74.71352
584.75,-63.88546
584.8,-49.80901
584.85,-32.48413
584.9,-13.53506
584.95,5.955425
585,25.44591
585.05,43.31218
585.1,59.01285
585.15,71.4651
585.2,80.66894
585.25,85.54156
585.3,86.08296
585.35,82.29314
585.4,75.25491
585.45,64.42687
585.5,51.97462
585.55,37.35676
585.6,21.65609
585.65,6.496827
585.7,-7.579632
585.75,-20.03189
585.8,-30.31853
585.85,-37.89816
585.9,-42.77078
585.95,-44.39499
586,-42.77078
586.05,-38.98096
586.1,-32.48413
586.15,-24.3631
586.2,-15.70067
586.25,-5.955425
586.3,2.707011
586.35,10.82804
586.4,17.32487
586.45,21.65609
586.5,24.3631
586.55,23.8217
586.6,21.11469
586.65,16.24207
586.7,9.203839
586.75,0.5414023
586.8,-8.662436
586.85,-18.94908
586.9,-29.23572
586.95,-38.43956
587,-46.5606
587.05,-52.51602
587.1,-56.30584
587.15,-56.84724
587.2,-54.68163
587.25,-49.26761
587.3,-41.14657
587.35,-30.85993
587.4,-18.40768
587.45,-3.789816
587.5,10.82804
587.55,25.98731
587.6,40.06377
587.65,53.05743
587.7,64.42687
587.75,73.08931
587.8,79.04473
587.85,81.21034
587.9,80.66894
587.95,77.42052
588,71.4651
588.05,62.80267
588.1,53.05743
588.15,41.68798
588.2,30.85993
588.25,19.49048
588.3,9.745241
588.35,1.082805
588.4,-5.414022
588.45,-9.745241
588.5,-12.45225
588.55,-12.99365
588.6,-12.45225
588.65,-10.82804
588.7,-8.121034
588.75,-5.414022
588.8,-3.789816
588.85,-2.707011
588.9,-3.789816
588.95,-5.955425
589,-10.82804
589.05,-17.32487
589.1,-25.98731
589.15,-35.19115
589.2,-45.47779
589.25,-55.76443
589.3,-64.96827
589.35,-73.08931
589.4,-79.04473
589.45,-81.21034
589.5,-80.66894
589.55,-76.33772
589.6,-68.21669
589.65,-56.84724
589.7,-42.77078
589.75,-25.98731
589.8,-8.121034
589.85,10.28664
589.9,27.61152
589.95,43.85358
590,57.38864
590.05,67.67529
590.1,73.63071
590.15,75.25491
590.2,72.0065
590.25,64.42687
590.3,53.59882
590.35,39.52237
590.4,22.7389
590.45,4.872621
590.5,-11.91085
590.55,-28.69432
590.6,-42.77078
590.65,-53.59882
590.7,-60.63706
590.75,-63.34407
590.8,-61.71986
590.85,-55.22303
590.9,-44.93639
590.95,-31.94273
591,-16.24207
591.05,0.5414023
591.1,17.32487
591.15,33.02554
591.2,47.102
591.25,57.38864
591.3,63.88546
591.35,66.59248
591.4,64.42687
591.45,58.47144
591.5,48.7262
591.55,35.19115
591.6,19.49048
591.65,3.248414
591.7,-13.53506
591.75,-29.23572
591.8,-43.31218
591.85,-54.14023
591.9,-61.17846
591.95,-64.42687
592,-63.88546
592.05,-58.47144
592.1,-49.26761
592.15,-37.35676
592.2,-23.2803
592.25,-7.038229
592.3,8.662436
592.35,24.3631
592.4,38.43956
592.45,50.35041
592.5,58.47144
592.55,63.88546
592.6,64.96827
592.65,62.26126
592.7,56.30584
592.75,46.5606
592.8,34.10835
592.85,20.57329
592.9,5.414022
592.95,-9.745241
593,-24.3631
593.05,-37.35676
593.1,-48.7262
593.15,-57.93005
593.2,-63.88546
593.25,-67.13388
593.3,-67.13388
593.35,-64.42687
593.4,-59.55425
593.45,-52.51602
593.5,-43.31218
593.55,-33.56694
593.6,-22.7389
593.65,-11.91085
593.7,-1.624207
593.75,7.579632
593.8,16.24207
593.85,23.2803
593.9,29.23572
593.95,33.56694
594,36.81536
594.05,38.98096
594.1,40.06377
594.15,40.06377
594.2,40.06377
594.25,39.52237
594.3,38.43956
594.35,37.89816
594.4,37.89816
594.45,37.89816
594.5,37.89816
594.55,38.43956
594.6,39.52237
594.65,40.06377
594.7,41.14657
594.75,41.14657
594.8,41.14657
594.85,40.60517
594.9,38.98096
594.95,35.73255
595,31.94273
595.05,26.52871
595.1,20.57329
595.15,12.99365
595.2,4.331218
595.25,-4.331218
595.3,-14.61786
595.35,-24.9045
595.4,-35.19115
595.45,-44.93639
595.5,-54.14023
595.55,-62.26126
595.6,-68.75809
595.65,-73.63071
595.7,-76.33772
595.75,-76.87912
595.8,-75.25491
595.85,-70.9237
595.9,-64.96827
595.95,-56.84724
596,-47.102
596.05,-36.27395
596.1,-24.3631
596.15,-11.91085
596.2,-0.5414023
596.25,10.82804
596.3,20.57329
596.35,29.23572
596.4,35.19115
596.45,40.06377
596.5,42.22938
596.55,42.22938
596.6,40.06377
596.65,36.27395
596.7,31.40133
596.75,25.44591
596.8,18.94908
596.85,12.99365
596.9,7.579632
596.95,3.789816
597,1.624207
597.05,1.624207
597.1,3.248414
597.15,7.579632
597.2,13.53506
597.25,21.11469
597.3,30.31853
597.35,39.52237
597.4,48.7262
597.45,57.38864
597.5,64.42687
597.55,69.29949
597.6,70.9237
597.65,69.29949
597.7,63.88546
597.75,55.22303
597.8,42.22938
597.85,25.98731
597.9,7.038229
597.95,-14.07646
598,-36.81536
598.05,-60.09565
598.1,-82.29314
598.15,-103.4078
598.2,-121.2741
598.25,-135.892
598.3,-145.6372
598.35,-150.5098
598.4,-150.5098
598.45,-145.0958
598.5,-133.7264
598.55,-118.0257
598.6,-97.99381
598.65,-74.71352
598.7,-48.7262
598.75,-21.65609
598.8,5.955425
598.85,33.02554
598.9,57.93005
598.95,80.12754
599,98.53522
599.05,112.6117
599.1,122.3569
599.15,127.2295
599.2,127.2295
599.25,122.3569
599.3,113.1531
599.35,100.7008
599.4,84.45876
599.45,66.05108
599.5,46.5606
599.55,25.98731
599.6,5.414022
599.65,-14.07646
599.7,-32.48413
599.75,-48.7262
599.8,-62.26126
599.85,-73.08931
599.9,-81.21034
599.95,-85.54156
600,-86.62436
600.05,-85.00016
600.1,-79.58614
600.15,-71.4651
600.2,-60.09565
600.25,-47.102
600.3,-31.94273
600.35,-15.70067
600.4,1.624207
600.45,19.49048
600.5,36.81536
600.55,53.05743
600.6,67.67529
600.65,80.12754
600.7,89.87278
600.75,95.82821
600.8,97.99381
600.85,96.3696
600.9,90.41418
600.95,79.58614
601,65.50967
601.05,47.6434
601.1,26.52871
601.15,3.789816
601.2,-20.57329
601.25,-44.93639
601.3,-68.75809
601.35,-90.41418
601.4,-108.8219
601.45,-123.4397
601.5,-132.6436
601.55,-136.9748
601.6,-135.3506
601.65,-127.2295
601.7,-113.6945
601.75,-94.7454
601.8,-71.4651
601.85,-43.85358
601.9,-14.07646
601.95,16.24207
602,46.5606
602.05,75.79632
602.1,101.7836
602.15,123.9811
602.2,140.7646
602.25,152.6754
602.3,158.6309
602.35,158.6309
602.4,152.6754
602.45,141.306
602.5,125.6053
602.55,106.1149
602.6,84.45876
602.65,61.17846
602.7,37.35676
602.75,14.07646
602.8,-7.038229
602.85,-25.98731
602.9,-42.77078
602.95,-56.30584
603,-66.59248
603.05,-74.17211
603.1,-79.04473
603.15,-81.75174
603.2,-82.29314
603.25,-82.29314
603.3,-81.21034
603.35,-79.58614
603.4,-78.50333
603.45,-77.42052
603.5,-76.33772
603.55,-74.71352
603.6,-73.08931
603.65,-70.9237
603.7,-67.67529
603.75,-62.26126
603.8,-55.22303
603.85,-45.47779
603.9,-33.56694
603.95,-18.94908
604,-2.165609
604.05,16.24207
604.1,35.73255
604.15,55.76443
604.2,74.71352
604.25,92.57979
604.3,107.7391
604.35,119.1085
604.4,126.1467
604.45,128.8537
604.5,125.6053
604.55,117.4843
604.6,104.4906
604.65,86.62436
604.7,66.05108
604.75,42.22938
604.8,17.32487
604.85,-7.038229
604.9,-30.31853
604.95,-50.89181
605,-68.21669
605.05,-80.12754
605.1,-86.62436
605.15,-88.24857
605.2,-83.37595
605.25,-73.63071
605.3,-59.55425
605.35,-41.68798
605.4,-21.65609
605.45,-0.5414023
605.5,20.03189
605.55,39.52237
605.6,56.30584
605.65,68.21669
605.7,75.79632
605.75,78.50333
605.8,74.71352
605.85,66.05108
605.9,52.51602
605.95,34.10835
606,12.45225
606.05,-11.36945
606.1,-36.27395
606.15,-61.71986
606.2,-85.00016
606.25,-106.6562
606.3,-123.9811
606.35,-138.0576
606.4,-146.72
606.45,-149.9684
606.5,-148.3442
606.55,-141.306
606.6,-129.3951
606.65,-113.1531
606.7,-93.6626
606.75,-70.9237
606.8,-46.01919
606.85,-20.03189
606.9,5.414022
606.95,30.85993
607,55.22303
607.05,76.87912
607.1,95.82821
607.15,112.0703
607.2,123.9811
607.25,132.6436
607.3,137.5162
607.35,138.599
607.4,135.3506
607.45,128.3123
607.5,118.5671
607.55,106.1149
607.6,90.95558
607.65,74.17211
607.7,56.30584
607.75,38.43956
607.8,20.03189
607.85,2.165609
607.9,-13.53506
607.95,-28.69432
608,-41.14657
608.05,-51.97462
608.1,-60.09565
608.15,-65.50967
608.2,-68.21669
608.25,-69.29949
608.3,-67.67529
608.35,-64.42687
608.4,-60.63706
608.45,-55.22303
608.5,-49.80901
608.55,-44.39499
608.6,-38.98096
608.65,-34.64975
608.7,-31.40133
608.75,-29.23572
608.8,-28.15292
608.85,-28.15292
608.9,-28.69432
608.95,-30.31853
609,-31.94273
609.05,-33.56694
609.1,-34.64975
609.15,-35.19115
609.2,-34.10835
609.25,-31.94273
609.3,-27.61152
609.35,-22.19749
609.4,-14.61786
609.45,-4.872621
609.5,5.414022
609.55,17.32487
609.6,30.31853
609.65,43.31218
609.7,56.30584
609.75,68.75809
609.8,80.12754
609.85,89.33138
609.9,96.911
609.95,102.325
610,104.4906
610.05,103.9492
610.1,100.7008
610.15,94.20399
610.2,85.54156
610.25,74.17211
610.3,60.63706
610.35,45.47779
610.4,29.23572
610.45,12.45225
610.5,-3.789816
610.55,-20.03189
610.6,-34.64975
610.65,-48.1848
610.7,-59.01285
610.75,-67.13388
610.8,-72.5479
610.85,-75.25491
610.9,-75.25491
610.95,-71.4651
611,-66.05108
611.05,-57.38864
611.1,-47.6434
611.15,-36.27395
611.2,-23.8217
611.25,-11.36945
611.3,0
611.35,11.36945
611.4,20.57329
611.45,28.69432
611.5,34.10835
611.55,37.89816
611.6,38.43956
611.65,37.35676
611.7,33.56694
611.75,28.69432
611.8,21.65609
611.85,14.61786
611.9,6.496827
611.95,-0.5414023
612,-7.579632
612.05,-13.53506
612.1,-17.86627
612.15,-20.57329
612.2,-21.65609
612.25,-21.11469
612.3,-18.94908
612.35,-15.70067
612.4,-11.36945
612.45,-6.496827
612.5,-1.082805
612.55,3.248414
612.6,7.038229
612.65,10.28664
612.7,11.36945
612.75,11.91085
612.8,10.82804
612.85,8.121034
612.9,4.331218
612.95,0
613,-4.331218
613.05,-9.745241
613.1,-14.07646
613.15,-17.86627
613.2,-20.57329
613.25,-21.65609
613.3,-21.65609
613.35,-20.03189
613.4,-16.78347
613.45,-12.45225
613.5,-7.038229
613.55,-1.082805
613.6,4.331218
613.65,10.82804
613.7,15.70067
613.75,20.03189
613.8,23.2803
613.85,25.44591
613.9,25.98731
613.95,24.3631
614,22.19749
614.05,18.40768
614.1,14.07646
614.15,9.203839
614.2,3.789816
614.25,-0.5414023
614.3,-4.872621
614.35,-8.121034
614.4,-10.82804
614.45,-12.45225
614.5,-12.99365
614.55,-12.99365
614.6,-11.91085
614.65,-10.82804
614.7,-9.203839
614.75,-8.121034
614.8,-7.579632
614.85,-7.579632
614.9,-8.662436
614.95,-10.82804
615,-13.53506
615.05,-17.32487
615.1,-22.19749
615.15,-27.07011
615.2,-31.94273
615.25,-36.81536
615.3,-41.14657
615.35,-44.93639
615.4,-47.102
615.45,-48.1848
615.5,-47.6434
615.55,-46.01919
615.6,-42.77078
615.65,-38.43956
615.7,-33.02554
615.75,-27.07011
615.8,-20.57329
615.85,-14.07646
615.9,-7.579632
615.95,-1.082805
616,4.872621
616.05,11.36945
616.1,16.78347
616.15,22.7389
616.2,28.15292
616.25,34.10835
616.3,40.60517
616.35,47.102
616.4,53.59882
616.45,61.17846
616.5,68.21669
616.55,75.25491
616.6,81.75174
