PotEng, ML (PE), Error bar
400.00000074578566, 1.1134791349436477, 0.0013561413658270286
400.00000074578566, 1.1134629282691342, 0.0013560445227972463
899.9999988831973, 1.1249409620204633, 0.001493330122846197
900.0000016767387, 1.1249231133600426, 0.0014932234531780649
4900.0000026007, 1.1584416455108135, 0.0018940104684988964
4900.000002604679, 1.1584190045211924, 0.0018938751385380148
4900.000002616616, 1.1583963635316121, 0.001893739798906706
6399.999997031409, 1.165368086011073, 0.0019772329554841052
8099.9999983230055, 1.1720455399935426, 0.0020572193695400772
8099.999998338353, 1.1720209409744402, 0.0020570722939824153
8100.000006720256, 1.171996341985894, 0.0020569252082738897
9999.999999915872, 1.178437990073141, 0.0021341142791448772
9999.999999961346, 1.1784124661153292, 0.002133961640711398
9999.9999999784, 1.1783869421574271, 0.002133808991358105
9999.999999995453, 1.178361418199525, 0.002133656331083735
10000.000000001137, 1.1783358942415867, 0.0021335036598855105
10000.000000001137, 1.1783103702836302, 0.0021333509777613016
10000.000000002557, 1.1782848463256783, 0.002133198284709036
10000.000000009664, 1.1782593223677444, 0.0021330455807265264
10000.00000001819, 1.1782337984098152, 0.002132892865811265
10000.00000001819, 1.1782082744518587, 0.0021327401399605216
10000.00000001819, 1.1781827504939022, 0.0021325874031722734
10000.00000001819, 1.1781572265359457, 0.0021324346554441693
10000.00000001819, 1.1781317025779894, 0.002132281896773862
12100.000002052162, 1.1843655100776518, 0.0022070602891250436
12100.00000207092, 1.1843390891103676, 0.002206902139271356
12100.00000207092, 1.1843126681430305, 0.0022067439780829715
14399.999993266101, 1.1903921225725451, 0.0022796956452107143
14399.999993266101, 1.190364826210886, 0.0022795322203103124
14399.999993320671, 1.1903375298493641, 0.0022793687836944105
14400.00000447352, 1.1903102335157558, 0.0022792053356931407
14400.000004496542, 1.1902829371541506, 0.002279041875634407
14400.000004496542, 1.1902556407924874, 0.0022788784038502686
16899.999995155533, 1.1962032804352436, 0.0023502877233408785
16899.999995158305, 1.1961751267144243, 0.002350119092831441
16899.999995165694, 1.1961469729936152, 0.0023499504502213398
16899.999995173086, 1.196118819272806, 0.002349781795507847
16899.999995187864, 1.1960906655520138, 0.002349613128688558
16899.999995187864, 1.196062511831188, 0.0023494444497602616
16899.999995187864, 1.1960343581103623, 0.0023492757587207517
16899.999995187864, 1.1960062043895363, 0.002349107055567416
16900.00000725072, 1.1959780506961248, 0.0023489383406262304
16900.0000072655, 1.1959498969753286, 0.0023487696132377988
19599.999997356328, 1.2017812126149419, 0.0024188409330026025
19599.999997364284, 1.20175221689537, 0.002418667134480355
19599.999997372244, 1.2017232211757982, 0.002418493323468544
19599.9999973802, 1.2016942254562264, 0.0024183194999644764
19599.999997393134, 1.201665229736665, 0.002418145663965584
19599.99999742795, 1.201636234017149, 0.0024179718154695887
19599.99999742795, 1.2016072382975607, 0.0024177979544723867
19600.000010339136, 1.2015782426047392, 0.0024176240812931737
19600.000010466465, 1.201549246885411, 0.0024174501952903393
22499.999999904503, 1.2072841862556096, 0.002486415867554038
22499.99999997698, 1.2072543611929776, 0.002486236982281354
22499.99999997698, 1.207224536130207, 0.0024860580841352484
22500.000000040927, 1.2071947110675583, 0.0024858791731160674
25599.999988075615, 1.212856723897616, 0.0025539946553868494
25600.00000297223, 1.2128260794201007, 0.0025538108026520686
25600.00000297905, 1.2127954349162364, 0.0025536269363642993
25600.0000030268, 1.2127647904124448, 0.0025534430568377045
25600.0000030268, 1.2127341459085685, 0.0025532591640675378
25600.0000030268, 1.2127035014046923, 0.002553075258051952
28899.99999046611, 1.2183020868419334, 0.0026204637247058005
28899.99999048302, 1.2182706312098517, 0.0026202749236882254
28899.99999055308, 1.2182391755778572, 0.0026200861090668686
28899.99999055308, 1.2182077199457475, 0.002619897280836358
28899.99999055308, 1.2181762643136376, 0.0026197084389951316
28900.00000617297, 1.2181448087072477, 0.0026195195838490987
28900.000006317918, 1.218113353075373, 0.0026193307147804597
28900.00000633423, 1.218081897443286, 0.0026191418320897267
28900.000006344493, 1.2180504418111895, 0.0026189529357763825
28900.000006344493, 1.218018986179076, 0.0026187640258373934
32399.999993189704, 1.2235585292570896, 0.002685496721504443
32399.99999326133, 1.2235262697291687, 0.002685302955733194
32399.999993312485, 1.2234940102012164, 0.0026851091759788324
32399.999993353413, 1.223461750673248, 0.002684915382238512
32399.999993353413, 1.2234294911452166, 0.002684721574508644
32399.999993353413, 1.2233972316171853, 0.002684527752786953
32400.000010025135, 1.2233649721148263, 0.0026843339173789316
