PotEng, CCDF
10000.00000001819, 1.0001183992422449
10000.00000001819, 1.0
24999.999999931788, 0.9998816007577551
39999.999999845386, 0.9997632015155103
39999.999999845386, 0.9996448022732655
39999.999999845386, 0.9995264030310206
39999.999999902226, 0.9994080037887757
39999.99999995907, 0.9992896045465309
39999.99999995907, 0.999171205304286
39999.99999995907, 0.9990528060620412
39999.99999997328, 0.9989344068197964
39999.99999999105, 0.9988160075775515
40000.00000000526, 0.9986976083353066
40000.00000001592, 0.9985792090930619
40000.00000001592, 0.998460809850817
40000.00000001592, 0.9983424106085721
40000.00000001592, 0.9982240113663272
40000.00000001592, 0.9981056121240824
40000.00000001592, 0.9979872128818376
40000.00000004434, 0.9978688136395927
40000.00000007276, 0.9977504143973479
40000.00000007276, 0.997632015155103
40000.00000007276, 0.9975136159128581
40000.00000007276, 0.9973952166706133
40000.00000007276, 0.9972768174283685
40000.00000007276, 0.9971584181861236
40000.00000007276, 0.9970400189438787
40000.00000007276, 0.996921619701634
40000.00000007276, 0.9968032204593891
40000.00000007276, 0.9966848212171442
40000.00000007276, 0.9965664219748993
40000.00000007276, 0.9964480227326545
40000.00000007276, 0.9963296234904097
40000.00000007276, 0.9962112242481648
40000.00000007276, 0.99609282500592
64999.999999777174, 0.9959744257636751
89999.99999948159, 0.9958560265214302
89999.99999948159, 0.9957376272791855
89999.99999948159, 0.9956192280369406
89999.99999948159, 0.9955008287946957
89999.99999965212, 0.9953824295524508
89999.99999982266, 0.995264030310206
89999.99999982266, 0.9951456310679612
89999.99999982266, 0.9950272318257163
89999.99999982266, 0.9949088325834715
89999.99999982266, 0.9947904333412266
89999.99999986528, 0.9946720340989817
89999.99999990792, 0.9945536348567369
89999.99999990792, 0.9944352356144921
89999.99999990792, 0.9943168363722472
89999.99999992923, 0.9941984371300023
89999.99999996655, 0.9940800378877576
89999.99999998254, 0.9939616386455127
89999.99999998786, 0.9938432394032678
89999.99999999318, 0.9937248401610229
89999.99999999318, 0.9936064409187781
89999.99999999318, 0.9934880416765333
89999.99999999584, 0.9933696424342884
90000.00000000116, 0.9932512431920436
90000.00000000383, 0.9931328439497987
90000.00000000383, 0.9930144447075538
90000.00000000917, 0.9928960454653091
90000.0000000145, 0.9927776462230642
90000.00000002515, 0.9926592469808193
90000.00000003581, 0.9925408477385744
90000.00000009977, 0.9924224484963297
90000.00000016371, 0.9923040492540848
90000.00000016371, 0.9921856500118399
90000.00000016371, 0.9920672507695951
90000.00000016371, 0.9919488515273502
90000.00000016371, 0.9918304522851054
90000.00000016371, 0.9917120530428605
90000.00000016371, 0.9915936538006157
90000.00000016371, 0.9914752545583708
90000.00000016371, 0.9913568553161259
90000.00000016371, 0.9912384560738812
90000.00000016371, 0.9911200568316363
90000.00000016371, 0.9910016575893914
90000.00000016371, 0.9908832583471466
90000.00000016371, 0.9907648591049018
90000.00000016371, 0.9906464598626569
90000.00000016371, 0.990528060620412
90000.00000016371, 0.9904096613781672
90000.00000016371, 0.9902912621359223
90000.00000016371, 0.9901728628936775
124999.99999977263, 0.9900544636514327
159999.99999938154, 0.9899360644091878
159999.99999938154, 0.9898176651669429
159999.99999938154, 0.989699265924698
159999.99999938154, 0.9895808666824533
159999.99999938154, 0.9894624674402084
159999.99999938154, 0.9893440681979635
159999.99999938154, 0.9892256689557187
159999.99999938154, 0.9891072697134738
159999.99999938154, 0.988988870471229
159999.99999949522, 0.9888704712289841
159999.99999960893, 0.9887520719867393
159999.99999960893, 0.9886336727444944
159999.9999997226, 0.9885152735022495
159999.9999998363, 0.9883968742600048
159999.9999998363, 0.9882784750177599
159999.9999998363, 0.988160075775515
159999.9999998363, 0.9880416765332702
159999.9999998363, 0.9879232772910254
159999.9999998363, 0.9878048780487805
159999.99999989313, 0.9876864788065356
159999.9999999642, 0.9875680795642908
159999.99999998906, 0.9874496803220459
160000.00000000326, 0.9873312810798011
160000.000000021, 0.9872128818375563
160000.00000004948, 0.9870944825953114
160000.00000006368, 0.9869760833530665
160000.00000006368, 0.9868576841108216
160000.00000006368, 0.9867392848685769
160000.00000006368, 0.986620885626332
160000.00000006368, 0.9865024863840871
160000.00000017736, 0.9863840871418423
160000.00000029104, 0.9862656878995975
160000.00000029104, 0.9861472886573526
160000.00000029104, 0.9860288894151077
160000.00000029104, 0.9859104901728629
160000.00000029104, 0.985792090930618
160000.00000029104, 0.9856736916883732
160000.00000029104, 0.9855552924461284
160000.00000029104, 0.9854368932038835
160000.00000029104, 0.9853184939616386
160000.00000029104, 0.9852000947193938
160000.00000029104, 0.985081695477149
160000.00000029104, 0.9849632962349041
160000.00000029104, 0.9848448969926592
160000.00000029104, 0.9847264977504144
160000.00000029104, 0.9846080985081695
160000.00000029104, 0.9844896992659247
160000.00000029104, 0.9843713000236799
160000.00000029104, 0.984252900781435
160000.00000029104, 0.9841345015391901
160000.00000029104, 0.9840161022969452
160000.00000029104, 0.9838977030547005
160000.00000029104, 0.9837793038124556
160000.00000029104, 0.9836609045702107
160000.00000029104, 0.9835425053279659
160000.00000029104, 0.9834241060857211
160000.00000029104, 0.9833057068434762
160000.00000029104, 0.9831873076012313
160000.00000029104, 0.9830689083589865
160000.00000029104, 0.9829505091167416
160000.00000029104, 0.9828321098744968
160000.00000029104, 0.982713710632252
160000.00000029104, 0.9825953113900071
160000.00000029104, 0.9824769121477622
204999.99999952025, 0.9823585129055175
249999.99999874944, 0.9822401136632726
249999.99999874944, 0.9821217144210277
249999.99999874944, 0.9820033151787828
249999.99999903367, 0.981884915936538
249999.9999993179, 0.9817665166942932
249999.9999993179, 0.9816481174520483
249999.9999993179, 0.9815297182098035
249999.9999993179, 0.9814113189675586
249999.9999993179, 0.9812929197253137
249999.99999946, 0.9811745204830689
249999.9999996021, 0.9810561212408241
249999.9999996021, 0.9809377219985792
249999.9999996021, 0.9808193227563343
249999.99999967316, 0.9807009235140896
249999.9999997442, 0.9805825242718447
249999.9999997442, 0.9804641250295998
249999.9999997442, 0.980345725787355
249999.99999981525, 0.9802273265451101
249999.99999988632, 0.9801089273028653
249999.99999988632, 0.9799905280606204
249999.99999988632, 0.9798721288183756
249999.99999988632, 0.9797537295761307
249999.99999988632, 0.9796353303338858
249999.99999988632, 0.9795169310916411
249999.99999988632, 0.9793985318493962
249999.99999988632, 0.9792801326071513
249999.99999988632, 0.9791617333649064
249999.99999988632, 0.9790433341226616
249999.99999988632, 0.9789249348804168
249999.99999988632, 0.9788065356381719
249999.99999992183, 0.9786881363959271
249999.99999995736, 0.9785697371536822
249999.99999996624, 0.9784513379114373
249999.99999998402, 0.9783329386691925
249999.9999999929, 0.9782145394269477
250000.0000000018, 0.9780961401847028
250000.00000001068, 0.9779777409424579
250000.00000001956, 0.9778593417002132
250000.00000002843, 0.9777409424579683
250000.00000002843, 0.9776225432157234
250000.00000002843, 0.9775041439734786
250000.00000002843, 0.9773857447312337
250000.00000006397, 0.9772673454889889
250000.00000009948, 0.977148946246744
250000.00000013498, 0.9770305470044992
250000.00000017052, 0.9769121477622543
250000.00000031263, 0.9767937485200094
250000.00000045475, 0.9766753492777647
250000.00000045475, 0.9765569500355198
250000.00000045475, 0.9764385507932749
250000.00000045475, 0.97632015155103
250000.00000045475, 0.9762017523087853
250000.00000045475, 0.9760833530665404
250000.00000045475, 0.9759649538242955
250000.00000045475, 0.9758465545820507
250000.00000045475, 0.9757281553398058
250000.00000045475, 0.975609756097561
250000.00000045475, 0.9754913568553161
250000.00000045475, 0.9753729576130713
250000.00000045475, 0.9752545583708264
250000.00000045475, 0.9751361591285815
250000.00000045475, 0.9750177598863368
250000.00000045475, 0.9748993606440919
250000.00000045475, 0.974780961401847
250000.00000045475, 0.9746625621596022
250000.00000045475, 0.9745441629173573
250000.00000045475, 0.9744257636751125
250000.00000045475, 0.9743073644328676
250000.00000045475, 0.9741889651906228
250000.00000045475, 0.9740705659483779
250000.00000045475, 0.973952166706133
250000.00000045475, 0.9738337674638883
250000.00000045475, 0.9737153682216434
250000.00000045475, 0.9735969689793985
250000.00000045475, 0.9734785697371536
250000.00000045475, 0.9733601704949089
250000.00000045475, 0.973241771252664
250000.00000045475, 0.9731233720104191
250000.00000045475, 0.9730049727681743
250000.00000045475, 0.9728865735259294
250000.00000045475, 0.9727681742836846
250000.00000045475, 0.9726497750414398
250000.00000045475, 0.9725313757991949
250000.00000045475, 0.97241297655695
250000.00000045475, 0.9722945773147051
304999.99999919056, 0.9721761780724604
359999.99999792635, 0.9720577788302155
359999.99999792635, 0.9719393795879706
359999.99999792635, 0.9718209803457258
359999.9999982674, 0.971702581103481
359999.9999986085, 0.9715841818612361
359999.9999986085, 0.9714657826189912
359999.9999986085, 0.9713473833767464
359999.9999986085, 0.9712289841345015
359999.9999986085, 0.9711105848922567
359999.9999986085, 0.9709921856500119
359999.9999986085, 0.970873786407767
359999.9999989496, 0.9707553871655221
359999.9999992906, 0.9706369879232772
359999.9999994611, 0.9705185886810325
359999.99999963166, 0.9704001894387876
359999.99999963166, 0.9702817901965427
359999.99999963166, 0.9701633909542979
359999.99999963166, 0.970044991712053
359999.99999963166, 0.9699265924698082
359999.99999963166, 0.9698081932275634
359999.99999963166, 0.9696897939853185
359999.99999963166, 0.9695713947430736
359999.99999963166, 0.9694529955008288
359999.99999963166, 0.969334596258584
359999.99999975954, 0.9692161970163391
359999.9999998874, 0.9690977977740942
359999.9999998874, 0.9689793985318494
359999.99999993003, 0.9688609992896046
359999.9999999727, 0.9687426000473597
359999.9999999727, 0.9686242008051148
359999.999999978, 0.96850580156287
359999.9999999887, 0.9683874023206251
359999.9999999993, 0.9682690030783803
360000.0000000313, 0.9681506038361355
360000.0000001006, 0.9680322045938906
360000.00000014325, 0.9679138053516457
360000.00000014325, 0.9677954061094008
360000.00000014325, 0.9676770068671561
360000.00000014325, 0.9675586076249112
360000.0000003991, 0.9674402083826663
360000.00000065484, 0.9673218091404215
360000.00000065484, 0.9672034098981767
360000.00000065484, 0.9670850106559318
360000.00000065484, 0.966966611413687
360000.00000065484, 0.9668482121714421
360000.00000065484, 0.9667298129291972
360000.00000065484, 0.9666114136869524
360000.00000065484, 0.9664930144447076
360000.00000065484, 0.9663746152024627
360000.00000065484, 0.9662562159602178
360000.00000065484, 0.966137816717973
360000.00000065484, 0.9660194174757282
360000.00000065484, 0.9659010182334833
360000.00000065484, 0.9657826189912384
360000.00000065484, 0.9656642197489936
360000.00000065484, 0.9655458205067488
360000.00000065484, 0.9654274212645039
360000.00000065484, 0.9653090220222591
360000.00000065484, 0.9651906227800142
360000.00000065484, 0.9650722235377693
360000.00000065484, 0.9649538242955245
360000.00000065484, 0.9648354250532797
360000.00000065484, 0.9647170258110348
360000.00000065484, 0.9645986265687899
360000.00000065484, 0.9644802273265451
360000.00000065484, 0.9643618280843003
360000.00000065484, 0.9642434288420554
360000.00000065484, 0.9641250295998106
360000.00000065484, 0.9640066303575657
360000.00000065484, 0.9638882311153208
360000.00000065484, 0.963769831873076
360000.00000065484, 0.9636514326308312
360000.00000065484, 0.9635330333885863
360000.00000065484, 0.9634146341463414
360000.00000065484, 0.9632962349040967
424999.9999987836, 0.9631778356618518
489999.99999731017, 0.9630594364196069
489999.9999977081, 0.962941037177362
489999.9999977081, 0.9628226379351172
489999.9999977081, 0.9627042386928724
489999.9999977081, 0.9625858394506275
489999.9999977081, 0.9624674402083827
489999.9999977081, 0.9623490409661378
489999.9999977081, 0.9622306417238929
489999.9999977081, 0.9621122424816482
489999.999998106, 0.9619938432394033
489999.9999985039, 0.9618754439971584
489999.9999985039, 0.9617570447549135
489999.9999985039, 0.9616386455126688
489999.9999985039, 0.9615202462704239
