PotEng, ML (PE), Error bar
1599.9999992533048, 1.1352747538504653, 0.0032054188948685003
3600.0000011173142, 1.1518467949058815, 0.003599114210873986
6399.999997020041, 1.166280815684673, 0.003942340868824443
10000.000000000426, 1.1795004016805797, 0.004256959775021024
10000.000000000426, 1.179399445324179, 0.0042557624863529845
12100.000002052162, 1.185643398357659, 0.004405122897745962
14400.000004460731, 1.1917294262664975, 0.0045508193285822
19599.999997400097, 1.2036526245141967, 0.004835186204501193
19599.999997419993, 1.2035378259660345, 0.004833823220344172
25599.999988098352, 1.2151092050150427, 0.0051100733784871935
25600.000002974502, 1.214987811585346, 0.005108631281346306
25600.00000297905, 1.2148664181287843, 0.005107188776367483
25600.00000300861, 1.2147450246722677, 0.0051057458638448655
32399.99999330737, 1.2260523986843455, 0.005376108059570815
32399.99999330737, 1.225924540992782, 0.005374587451971577
32400.000010025135, 1.2257966833275253, 0.00537306641465797
32400.000010058386, 1.225668825635999, 0.005371544946013488
36099.999996478036, 1.2311791373790806, 0.005504265175692395
36099.999996478036, 1.231048083446326, 0.005502704788651631
39999.99999999318, 1.2365199482910372, 0.00563462247659944
40000.0000000216, 1.236385714495225, 0.005633023321615265
44099.999984308655, 1.2418264254668645, 0.005764311244341072
44100.00000391158, 1.2416890241147238, 0.00576267342386039
44100.00000391269, 1.2415516227366044, 0.005761035137139653
44100.00000392015, 1.2414142213584933, 0.005759396384400963
44100.000003938054, 1.241276819980396, 0.005757757165246539
48399.9999877258, 1.2466736956463487, 0.0058882234162208795
48399.99998773205, 1.2465331408340223, 0.0058865456206559546
48400.00000819458, 1.246392586047355, 0.005884867347358707
52899.9999914202, 1.2517638142364338, 0.006014870184192895
52900.000012798126, 1.251620113454807, 0.006013153367248545
52900.00001285, 1.251476412647642, 0.006011436059384867
57599.99999552485, 1.2568270768109655, 0.0061410962467800395
62499.99999997868, 1.2621744671228912, 0.0062707527865339865
62499.99999998579, 1.262024481729808, 0.006268958836336818
62500.0, 1.2618744963367328, 0.006267164372628942
62500.00000002132, 1.2617245109436652, 0.0062653693949691345
67600.00000477371, 1.2670540142940276, 0.006394783861616119
67600.00000482544, 1.266900886992308, 0.006392950231798619
67600.00000484577, 1.2667477596905552, 0.006391116075906611
67600.00000484577, 1.2665946323887811, 0.006389281393487324
72900.00001007578, 1.2719099346166112, 0.006518541747897766
78399.99998948898, 1.2772334840616903, 0.006648074718380887
78399.99998960039, 1.2770740628518733, 0.00664616297866939
78400.00001563762, 1.2769146416674135, 0.0066442506895045
78400.00001564957, 1.2767552204574844, 0.0066423378491917845
84099.99999455761, 1.2820714328682246, 0.006771881737824834
84099.99999460706, 1.2819088556735347, 0.006769929905608497
84099.99999462767, 1.2817462784788174, 0.006767977510498251
84099.9999946318, 1.2815837012840845, 0.0067660245520071004
84099.99999464415, 1.2814211240893594, 0.006764071029647619
89999.99999990792, 1.2867264788631145, 0.006893578887163704
89999.99999997186, 1.286560741014119, 0.006891586235327796
90000.00000003581, 1.2863950031651235, 0.006889593007164489
90000.00000003581, 1.2862292653160696, 0.006887599202172035
96099.99997680487, 1.2915326641225564, 0.007017248004318418
96099.99997690729, 1.291363757596504, 0.007015214903306081
96099.99997694144, 1.2911948510703912, 0.007013181212902191
96100.00000573754, 1.2910259445696273, 0.007011146933206002
96100.00000574195, 1.2908570380434736, 0.007009112062481712
96100.00000577829, 1.290688131517348, 0.007007076600827109
96100.00000579923, 1.2905192249912085, 0.0070050405477260665
108899.99998767483, 1.3012887921733798, 0.007266830629196124
115599.99999361153, 1.306626127156123, 0.007397714693479676
115599.9999936212, 1.3064476486187873, 0.007395561378139972
115599.99999368402, 1.3062691700814946, 0.007393407435652484
115599.99999374199, 1.306090691544198, 0.0073912528654678
115600.00002537797, 1.3059122130324652, 0.007389097667654391
122499.99999993932, 1.3112506319443835, 0.0075202375680457805
136899.9999793528, 1.322208355024622, 0.007787264346942043
136899.99997937385, 1.3220201492097872, 0.00778498969687289
136899.99997937912, 1.3218319433949404, 0.007782714381992629
136900.0000137776, 1.3216437376060841, 0.007780438402346998
144399.99998579334, 1.3270631308973881, 0.007913847126534335
144400.0000212052, 1.3268716419710742, 0.0079115300879953
144400.0000213024, 1.3266801530186147, 0.007909212370036658
144400.00002132403, 1.3264886640660993, 0.007906893972692782
152099.99999273248, 1.3319237660996448, 0.00804087950738061
152099.99999273525, 1.3317289751571, 0.008038519748120044
152099.99999274634, 1.3315341842145614, 0.008036159295933654
159999.9999998363, 1.3369933237967246, 0.0081708857936151
160000.00000002957, 1.336795208968057, 0.008168483651631009
160000.00000007503, 1.3365970941392844, 0.008166080803028063
168100.00000746484, 1.3420820358440304, 0.0083015927646821
168100.00000746484, 1.3418805741032507, 0.008299147883826642
168100.00000755806, 1.3416791123625358, 0.008296702282512752
168100.00000760469, 1.3414776506217883, 0.00829425596010078
