1st_2_1,2nd_2_1,3rd_2_1
-0.002953002150076614,-0.15000420683419974,0.25997378609984995
0.03683329407281645,-0.02967043109834258,0.0254963082077865
-0.04282355409773127,0.09531431350107288,0.07220063939142989
-0.07140771023345932,-0.05993854064986192,0.184635664120101
0.32019600314511887,0.061257360507023545,0.08336078229078736
0.09251609598433047,-0.013102273176640452,0.028706809092915626
0.11236128351616029,-0.05938167934238662,0.04076698030028537
0.0817331907990514,-0.1025617634731568,0.07107295728443844
0.14547479040366199,0.017601274883628303,0.047004570827914385
-0.09756454718252078,0.02761504716161154,0.14242653286491153
0.07875410484204265,0.04787418783543933,-0.042216907687109916
-0.04211486501728347,0.1691704616524495,0.09331867474488476
0.12537299000300764,0.05374928692411016,0.014092078931068213
0.2629789058327552,0.07714692672113486,0.06041722404645353
0.10648374377438022,0.051649119773665014,0.07067188445211714
0.0992448059754782,0.08839586313971239,-0.05485862159511504
-0.06469701711555428,-0.041347375405747025,0.22222192757903397
0.05570952296601179,0.00827454998122011,0.22236313488479895
0.05459030720617605,0.011913467004037195,0.056587968789775255
-0.07193105131612537,0.023344276393381116,0.19509587947048063
0.00046122145658110403,0.09183839371527242,0.20494000150461728
0.15988381776937477,-0.004417654045615258,-0.033727556411623866
0.15438765315173505,0.10544463613037021,-0.0220500261422394
-0.0834062820058115,0.13157683155129501,0.13758866705602912
0.17327873083647205,0.07286395395577536,0.04709906703884474
0.25920009823317014,0.035267715771585745,-0.010843971284565464
0.025623913321001526,0.08936056031751786,0.15452751254987857
0.017766285385830735,0.08927584214514267,0.0931294475442003
0.1717545515819576,0.026639354423717614,-0.024587541588062093
0.1236953791236344,0.12374605971436237,0.10890166944751922
0.2735442691151986,0.03651568884288871,0.03257951099199325
0.09632599853090232,0.10336991789978978,0.018013152481317893
0.005820381454913981,-0.052767557395595216,0.3289014182701535
0.02170168702009552,0.10524858542120465,0.0579943858540227
0.05223682161597931,0.06329079581105992,-0.008612416243389393
